"Description", "File", "M/A/C/B", "Flag"
"PROFILE.OS.FILE.READ", "file", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.READ", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "file", "A", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "file", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "filedir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "filedir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "filedir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "filedir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "linkdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "linkdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.READ", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "target", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "target", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "target", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "target", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "targetdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "targetdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "targetdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "targetdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "linkdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "linkdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.READLINK", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.WRITE", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.WRITE", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.WRITE", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.WRITE", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.WRITE", "file", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.WRITE", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.WRITE", "file", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.WRITE", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "file", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "file", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "filedir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "filedir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "filedir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "filedir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "linkdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "linkdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.WRITE", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.CHANGE", "file", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.CHANGE", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "file", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "filedir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "filedir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "filedir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "filedir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "linkdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "linkdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "file", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "symlink", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "filedir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "filedir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "filedir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "filedir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "linkdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "linkdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.CHANGE.NOFOLLOW", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "parentdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "parentdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "parentdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "parentdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.CHANGE", "dir/", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.DIR.CHANGE", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.last", "dir/", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.RM.last", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.last", "dir/", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.RM.last", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "dir/", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "dir/", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "file", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.FILE.RM.notlast", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "file", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "filedir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "filedir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "filedir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "filedir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "linkdir/", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "linkdir/", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.FILE.RM.last", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.RM.last", "parentdir/", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.DIR.RM.last", "parentdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.RM.last", "parentdir/", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.DIR.RM.last", "parentdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dirdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dirdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dirdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "dirdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "linkdir/", "M", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "linkdir/", "C", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.DIR.RM.last", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "file", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.notempty", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.empty", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.empty", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.empty", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.LISTING.empty", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "file", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "file", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "file", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.LISTING.notempty", "file", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.TRAVERSAL", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.TRAVERSAL", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.TRAVERSAL", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.DIR.TRAVERSAL", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.DIR.TRAVERSAL", "symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "bin", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "bin", "A", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.EXEC", "bin", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "bin", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "pwd/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "pwd/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "pwd/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC", "pwd/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin", "A", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin_symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin_symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin_symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bin_symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bindir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bindir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bindir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "bindir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "linkdir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "linkdir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "linkdir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "linkdir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "pwd/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "pwd/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "pwd/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.SYMLINK.EXEC", "pwd/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "bin", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "bin", "A", "PROFILE_UPDATE_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "bin", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "bin", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir/", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir_symlink", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir_symlink", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir_symlink", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "dir_symlink", "B", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "pwd/", "M", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "pwd/", "A", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "pwd/", "C", "PROFILE_EQ_COMMAND"
"PROFILE.OS.EXEC.INTOSYMLINKDIR", "pwd/", "B", "PROFILE_EQ_COMMAND"
